Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK
Date,,,,,,
2024-02-22,9317.9580078125,9875.0,9975.0,9875.0,9975.0,66913000
2024-02-23,9270.779296875,9825.0,9925.0,9800.0,9900.0,55192300
2024-02-26,9247.1884765625,9800.0,9875.0,9725.0,9750.0,41356000
2024-02-27,9317.9580078125,9875.0,9900.0,9750.0,9750.0,43735800
2024-02-28,9435.90625,10000.0,10000.0,9900.0,9975.0,54043100
2024-02-29,9317.9580078125,9875.0,10000.0,9850.0,10000.0,126671200
2024-03-01,9270.779296875,9825.0,9925.0,9800.0,9900.0,51520600
2024-03-04,9200.0087890625,9750.0,9825.0,9750.0,9800.0,43822900
2024-03-05,9247.1884765625,9800.0,9900.0,9775.0,9900.0,61952900
2024-03-06,9388.7275390625,9950.0,10000.0,9775.0,9900.0,70242200
2024-03-07,9553.85546875,10125.0,10175.0,10000.0,10050.0,118369300
2024-03-08,9577.4462890625,10150.0,10300.0,10125.0,10250.0,100947200
2024-03-13,9435.90625,10000.0,10400.0,10000.0,10400.0,141622600
2024-03-14,9742.5732421875,10325.0,10325.0,10025.0,10050.0,110681100
2024-03-15,9577.4462890625,10150.0,10300.0,10050.0,10200.0,154176800
2024-03-18,9577.4462890625,10150.0,10275.0,10150.0,10175.0,62444100
2024-03-19,9601.03515625,10175.0,10250.0,10150.0,10150.0,55004800
2024-03-20,9553.85546875,10125.0,10150.0,10075.0,10100.0,66269700
2024-03-21,9553.85546875,10125.0,10225.0,10050.0,10175.0,90279400
2024-03-22,9530.265625,10100.0,10125.0,9950.0,10000.0,91968200
2024-03-25,9725.74609375,10075.0,10075.0,9925.0,10075.0,66971000
2024-03-26,9701.6123046875,10050.0,10050.0,9950.0,10050.0,65742700
2024-03-27,9725.74609375,10075.0,10075.0,10000.0,10025.0,39514100
2024-03-28,9725.74609375,10075.0,10100.0,9975.0,10025.0,79229700
2024-04-01,9508.5458984375,9850.0,10100.0,9825.0,10075.0,79248700
2024-04-02,9556.8125,9900.0,9950.0,9800.0,9925.0,76763100
2024-04-03,9194.8125,9525.0,9800.0,9525.0,9750.0,177418400
2024-04-04,9508.5458984375,9850.0,9850.0,9575.0,9575.0,75993500
2024-04-05,9484.4130859375,9825.0,9950.0,9825.0,9950.0,70428600
2024-04-16,9146.544921875,9475.0,9575.0,9250.0,9350.0,283265900
2024-04-17,9194.8125,9525.0,9675.0,9525.0,9550.0,95620700
2024-04-18,9146.544921875,9475.0,9575.0,9450.0,9525.0,127134000
2024-04-19,9146.544921875,9475.0,9500.0,9300.0,9350.0,147784300
2024-04-22,9025.87890625,9350.0,9425.0,9350.0,9400.0,128908000
2024-04-23,9387.8798828125,9725.0,9775.0,9400.0,9400.0,178833000
2024-04-24,9605.0791015625,9950.0,9950.0,9750.0,9825.0,132832700
2024-04-25,9436.1455078125,9775.0,10000.0,9700.0,10000.0,104874100
2024-04-26,9291.345703125,9625.0,9825.0,9625.0,9700.0,100932900
2024-04-29,9460.279296875,9800.0,9850.0,9525.0,9525.0,90063500
2024-04-30,9460.279296875,9800.0,10050.0,9800.0,10050.0,109623000
2024-05-02,9218.9453125,9550.0,9900.0,9500.0,9900.0,97079400
2024-05-03,9508.5458984375,9850.0,9850.0,9675.0,9750.0,81200400
2024-05-06,9460.279296875,9800.0,9875.0,9775.0,9850.0,53076200
2024-05-07,9363.74609375,9700.0,9750.0,9625.0,9700.0,66746800
2024-05-08,9050.01171875,9375.0,9700.0,9375.0,9600.0,112808900
2024-05-13,9194.8125,9525.0,9525.0,9200.0,9200.0,145469900
2024-05-14,9218.9453125,9550.0,9675.0,9525.0,9625.0,95363500
2024-05-15,9170.6787109375,9500.0,9600.0,9425.0,9500.0,54741900
2024-05-16,9267.2119140625,9600.0,9675.0,9525.0,9575.0,61126000
2024-05-17,9412.01171875,9750.0,9850.0,9575.0,9600.0,99848500
2024-05-20,9146.544921875,9475.0,9800.0,9475.0,9700.0,87890100
2024-05-21,9050.01171875,9375.0,9575.0,9375.0,9450.0,75311400
2024-05-22,9098.279296875,9425.0,9575.0,9325.0,9475.0,121712700
2024-05-27,8977.6123046875,9300.0,9375.0,9275.0,9300.0,128578500
2024-05-28,8977.6123046875,9300.0,9400.0,9300.0,9300.0,73945700
2024-05-29,8832.8125,9150.0,9325.0,9150.0,9275.0,117351600
2024-05-30,8688.01171875,9000.0,9250.0,8775.0,9000.0,207115100
2024-05-31,8929.345703125,9250.0,9250.0,9025.0,9100.0,756431600
2024-06-03,8953.478515625,9275.0,9350.0,9225.0,9350.0,72197700
2024-06-04,9025.87890625,9350.0,9525.0,9350.0,9525.0,75353100
2024-06-05,9122.4130859375,9450.0,9500.0,9300.0,9500.0,82087300
2024-06-06,9146.544921875,9475.0,9525.0,9450.0,9525.0,44991300
2024-06-07,9001.7451171875,9325.0,9500.0,9325.0,9500.0,51599800
2024-06-10,9194.8125,9525.0,9525.0,9450.0,9500.0,45584700
2024-06-11,8977.6123046875,9300.0,9550.0,9300.0,9550.0,68690900
2024-06-12,8929.345703125,9250.0,9325.0,9250.0,9300.0,49785700
2024-06-13,8881.078125,9200.0,9475.0,9200.0,9475.0,84652200
2024-06-14,8881.078125,9200.0,9250.0,9100.0,9200.0,52986300
2024-06-19,8736.2783203125,9050.0,9250.0,9050.0,9250.0,100051000
2024-06-20,9098.279296875,9425.0,9425.0,9100.0,9150.0,81474800
2024-06-21,9267.2119140625,9600.0,9675.0,9400.0,9475.0,166841200
2024-06-24,9267.2119140625,9600.0,9750.0,9575.0,9600.0,79592300
2024-06-25,9267.2119140625,9600.0,9600.0,9450.0,9600.0,80029000
2024-06-26,9170.6787109375,9500.0,9650.0,9450.0,9525.0,77913200
2024-06-27,9412.01171875,9750.0,9750.0,9550.0,9575.0,89150700
2024-06-28,9580.9462890625,9925.0,9975.0,9775.0,9800.0,166172300
2024-07-01,9532.6796875,9875.0,9900.0,9825.0,9850.0,68634600
2024-07-02,9556.8125,9900.0,10000.0,9850.0,10000.0,78848500
2024-07-03,9653.3466796875,10000.0,10000.0,9925.0,9975.0,55860200
2024-07-04,9484.4130859375,9825.0,10000.0,9825.0,9975.0,67054000
2024-07-05,9605.0791015625,9950.0,9975.0,9875.0,9925.0,36946900
2024-07-08,9701.6123046875,10050.0,10050.0,9950.0,10000.0,72903600
2024-07-09,9725.74609375,10075.0,10150.0,10075.0,10100.0,61853200
2024-07-10,9749.8798828125,10100.0,10225.0,10050.0,10175.0,62325900
2024-07-11,9725.74609375,10075.0,10125.0,10000.0,10000.0,55908400
2024-07-12,9725.74609375,10075.0,10100.0,10025.0,10050.0,62646500
2024-07-15,9701.6123046875,10050.0,10075.0,9950.0,10050.0,36682600
2024-07-16,9605.0791015625,9950.0,10025.0,9950.0,9975.0,37192700
2024-07-17,9460.279296875,9800.0,9950.0,9800.0,9900.0,90666000
2024-07-18,9749.8798828125,10100.0,10100.0,9800.0,9800.0,65383200
2024-07-19,9774.013671875,10125.0,10125.0,9975.0,10050.0,53880300
2024-07-22,9749.8798828125,10100.0,10150.0,10100.0,10125.0,31285300
2024-07-23,9822.279296875,10175.0,10200.0,10125.0,10200.0,39321100
2024-07-24,9725.74609375,10075.0,10175.0,10075.0,10125.0,24658000
2024-07-25,9942.9462890625,10300.0,10300.0,10200.0,10225.0,98088100
2024-07-26,9967.080078125,10325.0,10400.0,10300.0,10375.0,75565800
2024-07-29,9894.6796875,10250.0,10425.0,10175.0,10400.0,69092500
2024-07-30,9822.279296875,10175.0,10300.0,10175.0,10300.0,32122900
2024-07-31,9918.8134765625,10275.0,10350.0,10225.0,10350.0,82519900
2024-08-01,10015.3466796875,10375.0,10375.0,10200.0,10200.0,61176200
2024-08-02,9846.4130859375,10200.0,10350.0,10200.0,10275.0,55699900
2024-08-05,9532.6796875,9875.0,10150.0,9875.0,10000.0,126328300
2024-08-06,9653.3466796875,10000.0,10075.0,9950.0,10075.0,78473900
2024-08-07,9749.8798828125,10100.0,10100.0,10000.0,10000.0,52327400
2024-08-08,9870.546875,10225.0,10225.0,10075.0,10150.0,54162100
2024-08-09,9798.146484375,10150.0,10250.0,10100.0,10225.0,47062400
2024-08-12,9846.4130859375,10200.0,10200.0,10075.0,10100.0,40364100
2024-08-13,9942.9462890625,10300.0,10300.0,10175.0,10250.0,55207100
2024-08-14,9846.4130859375,10200.0,10300.0,10200.0,10300.0,47999100
2024-08-15,9870.546875,10225.0,10300.0,10175.0,10200.0,33396600
2024-08-16,9967.080078125,10325.0,10325.0,10250.0,10300.0,40731400
2024-08-19,10015.3466796875,10375.0,10425.0,10275.0,10325.0,51054400
2024-08-20,10063.6142578125,10425.0,10450.0,10300.0,10325.0,60304400
2024-08-21,10063.6142578125,10425.0,10500.0,10425.0,10500.0,84848800
2024-08-22,9967.080078125,10325.0,10400.0,10225.0,10350.0,56611600
2024-08-23,9967.080078125,10325.0,10375.0,10300.0,10325.0,46651600
2024-08-26,9967.080078125,10325.0,10375.0,10250.0,10275.0,35145600
2024-08-27,9846.4130859375,10200.0,10300.0,10175.0,10275.0,60448400
2024-08-28,9991.212890625,10350.0,10350.0,10250.0,10300.0,38489900
2024-08-29,9870.546875,10225.0,10500.0,10225.0,10500.0,53004700
2024-08-30,9967.080078125,10325.0,10325.0,10200.0,10325.0,158403700
2024-09-02,9918.8134765625,10275.0,10375.0,10200.0,10375.0,72008600
2024-09-03,9822.279296875,10175.0,10325.0,10150.0,10325.0,50950200
2024-09-04,9942.9462890625,10300.0,10300.0,10125.0,10150.0,44817000
2024-09-05,9894.6796875,10250.0,10350.0,10250.0,10350.0,39332900
2024-09-06,9942.9462890625,10300.0,10300.0,10225.0,10225.0,31541800
2024-09-09,9918.8134765625,10275.0,10350.0,10200.0,10300.0,36185100
2024-09-10,9991.212890625,10350.0,10350.0,10275.0,10350.0,55093100
2024-09-11,10063.6142578125,10425.0,10425.0,10350.0,10425.0,64621300
2024-09-12,10111.8798828125,10475.0,10500.0,10375.0,10450.0,70759100
2024-09-13,10063.6142578125,10425.0,10425.0,10325.0,10400.0,70057100
2024-09-17,10136.013671875,10500.0,10500.0,10350.0,10450.0,89745000
2024-09-18,10256.6806640625,10625.0,10625.0,10450.0,10500.0,65420200
2024-09-19,10522.1474609375,10900.0,10900.0,10650.0,10700.0,140886600
2024-09-20,10401.48046875,10775.0,10900.0,10775.0,10900.0,142194600
2024-09-23,10570.4140625,10950.0,10950.0,10725.0,10725.0,72553800
2024-09-24,10425.6142578125,10800.0,10950.0,10775.0,10775.0,105191100
2024-09-25,10473.880859375,10850.0,10850.0,10525.0,10675.0,158369100
2024-09-26,10329.0810546875,10700.0,10875.0,10675.0,10875.0,84960100
2024-09-27,10280.8134765625,10650.0,10750.0,10400.0,10500.0,93027400
2024-09-30,9967.080078125,10325.0,10550.0,10325.0,10475.0,144692100
2024-10-01,10184.2802734375,10550.0,10550.0,10375.0,10400.0,59797700
2024-10-02,10136.013671875,10500.0,10550.0,10325.0,10325.0,86746200
2024-10-03,10087.74609375,10450.0,10525.0,10400.0,10450.0,60887000
2024-10-04,10111.8798828125,10475.0,10475.0,10350.0,10400.0,58500400
2024-10-07,9942.9462890625,10300.0,10375.0,10250.0,10350.0,91867900
2024-10-08,10039.48046875,10400.0,10500.0,10150.0,10200.0,99622900
2024-10-09,10063.6142578125,10425.0,10525.0,10400.0,10400.0,56835200
2024-10-10,10136.013671875,10500.0,10500.0,10400.0,10425.0,51080000
2024-10-11,10015.3466796875,10375.0,10575.0,10375.0,10575.0,44632100
2024-10-14,10136.013671875,10500.0,10500.0,10375.0,10375.0,31738600
2024-10-15,10256.6806640625,10625.0,10625.0,10450.0,10550.0,66635200
2024-10-16,10111.8798828125,10475.0,10725.0,10475.0,10700.0,63255900
2024-10-17,10353.212890625,10725.0,10800.0,10500.0,10550.0,66993300
2024-10-18,10377.3466796875,10750.0,10875.0,10725.0,10875.0,56299600
2024-10-21,10304.947265625,10675.0,10850.0,10675.0,10850.0,36472500
2024-10-22,10136.013671875,10500.0,10600.0,10475.0,10475.0,94799500
2024-10-23,10280.8134765625,10650.0,10650.0,10475.0,10475.0,48903000
2024-10-24,10329.0810546875,10700.0,10850.0,10700.0,10725.0,85341200
2024-10-25,10377.3466796875,10750.0,10750.0,10625.0,10650.0,34847500
2024-10-28,10232.546875,10600.0,10825.0,10600.0,10825.0,39061500
2024-10-29,10136.013671875,10500.0,10575.0,10500.0,10525.0,49680100
2024-10-30,9991.212890625,10350.0,10400.0,10275.0,10275.0,114484100
2024-10-31,9894.6796875,10250.0,10475.0,10250.0,10325.0,97553400
2024-11-01,10063.6142578125,10425.0,10425.0,10275.0,10275.0,47710000
2024-11-04,10015.3466796875,10375.0,10500.0,10300.0,10425.0,49275700
2024-11-05,10136.013671875,10500.0,10575.0,10300.0,10300.0,50296500
2024-11-06,10087.74609375,10450.0,10500.0,10375.0,10475.0,50324900
2024-11-07,9822.279296875,10175.0,10450.0,10175.0,10325.0,131579100
2024-11-08,9725.74609375,10075.0,10225.0,10050.0,10200.0,92166100
2024-11-11,9701.6123046875,10050.0,10050.0,9800.0,9800.0,128707600
2024-11-12,9798.146484375,10150.0,10225.0,10000.0,10100.0,80378500
2024-11-13,9798.146484375,10150.0,10250.0,10150.0,10225.0,62933100
2024-11-14,9749.8798828125,10100.0,10175.0,10050.0,10125.0,56381400
2024-11-15,9822.279296875,10175.0,10275.0,10050.0,10050.0,63598200
2024-11-18,9653.3466796875,10000.0,10125.0,10000.0,10075.0,65716200
2024-11-19,9580.9462890625,9925.0,10025.0,9900.0,9900.0,85295300
2024-11-20,9725.74609375,10075.0,10150.0,10000.0,10025.0,58584400
2024-11-21,9555.970703125,9850.0,10000.0,9850.0,10000.0,93181200
2024-11-22,9555.970703125,9850.0,9950.0,9850.0,9925.0,58396100
2024-11-25,9871.2685546875,10175.0,10200.0,9900.0,9950.0,165369400
2024-11-26,9701.4931640625,10000.0,10250.0,10000.0,10250.0,62310100
2024-11-28,9701.4931640625,10000.0,10075.0,9925.0,9975.0,57443500
2024-11-29,9701.4931640625,10000.0,10100.0,9950.0,10000.0,76886000
2024-12-02,9458.955078125,9750.0,10050.0,9750.0,10000.0,87879600
2024-12-03,9895.5224609375,10200.0,10225.0,9900.0,10025.0,126087100
2024-12-04,9895.5224609375,10200.0,10250.0,10050.0,10175.0,97876300
2024-12-05,9944.0302734375,10250.0,10350.0,10225.0,10250.0,96904400
2024-12-06,9774.25390625,10075.0,10175.0,10050.0,10100.0,68247200
2024-12-09,10041.044921875,10350.0,10350.0,10000.0,10025.0,64458400
2024-12-10,10041.044921875,10350.0,10350.0,10275.0,10325.0,61230400
2024-12-11,10113.806640625,10425.0,10425.0,10225.0,10225.0,37934300
2024-12-12,9871.2685546875,10175.0,10375.0,10175.0,10300.0,44780100
2024-12-13,9750.0,10050.0,10225.0,10025.0,10125.0,75126400
2024-12-16,9798.5078125,10100.0,10125.0,10000.0,10000.0,57746100
2024-12-17,9604.4775390625,9900.0,10050.0,9900.0,9950.0,99845900
2024-12-18,9507.462890625,9800.0,10025.0,9800.0,9900.0,84868500
2024-12-19,9386.1943359375,9675.0,9775.0,9550.0,9700.0,104254100
2024-12-20,9361.9404296875,9650.0,9750.0,9625.0,9650.0,91576900
2024-12-23,9483.208984375,9775.0,9850.0,9700.0,9700.0,43292100
2024-12-24,9458.955078125,9750.0,9900.0,9750.0,9850.0,32415700
2024-12-27,9507.462890625,9800.0,9825.0,9725.0,9800.0,24016700
2024-12-30,9386.1943359375,9675.0,9825.0,9675.0,9800.0,56350100
2025-01-02,9604.4775390625,9900.0,9900.0,9650.0,9650.0,38124800
2025-01-03,9555.970703125,9850.0,9925.0,9825.0,9850.0,41916000
2025-01-06,9386.1943359375,9675.0,9875.0,9650.0,9850.0,41593900
2025-01-07,9240.671875,9525.0,9725.0,9525.0,9675.0,71318600
2025-01-08,9386.1943359375,9675.0,9775.0,9575.0,9675.0,55943100
2025-01-09,9555.970703125,9850.0,9875.0,9725.0,9750.0,42733800
2025-01-10,9434.7021484375,9725.0,9925.0,9725.0,9800.0,72531300
2025-01-13,9386.1943359375,9675.0,9725.0,9625.0,9625.0,88270100
2025-01-14,9240.671875,9525.0,9725.0,9525.0,9600.0,70942600
2025-01-15,9507.462890625,9800.0,9800.0,9550.0,9575.0,77098000
2025-01-16,9458.955078125,9750.0,9925.0,9750.0,9850.0,76979000
2025-01-17,9604.4775390625,9900.0,9900.0,9650.0,9750.0,71033100
2025-01-20,9337.6865234375,9625.0,9875.0,9625.0,9850.0,112111200
2025-01-21,9289.1796875,9575.0,9675.0,9550.0,9600.0,124547900
2025-01-22,9313.4326171875,9600.0,9675.0,9575.0,9650.0,90154800
2025-01-23,9313.4326171875,9600.0,9750.0,9600.0,9600.0,120515400
2025-01-24,9070.8955078125,9350.0,9650.0,9350.0,9625.0,152057000
2025-01-30,8876.8662109375,9150.0,9275.0,9150.0,9150.0,154645800
2025-01-31,9167.9111328125,9450.0,9500.0,9225.0,9250.0,112982800
2025-02-03,9070.8955078125,9350.0,9400.0,9225.0,9400.0,90439900
2025-02-04,8901.1201171875,9175.0,9400.0,9175.0,9350.0,94607700
2025-02-05,8852.6123046875,9125.0,9175.0,9100.0,9100.0,98229900
2025-02-06,8682.8359375,8950.0,9100.0,8850.0,9075.0,171477800
2025-02-07,9070.8955078125,9350.0,9350.0,8825.0,8950.0,131162200
2025-02-10,8876.8662109375,9150.0,9250.0,9025.0,9025.0,76209100
2025-02-11,8804.1044921875,9075.0,9100.0,9000.0,9025.0,71188300
2025-02-12,8876.8662109375,9150.0,9150.0,8950.0,8950.0,121172600
2025-02-13,8731.34375,9000.0,9150.0,9000.0,9100.0,90439700
2025-02-14,8707.08984375,8975.0,9075.0,8950.0,9000.0,116274500
2025-02-17,9046.6416015625,9325.0,9325.0,8975.0,8975.0,89096400
2025-02-18,9022.388671875,9300.0,9575.0,9250.0,9325.0,107318300
2025-02-19,8682.8359375,8950.0,9250.0,8950.0,9225.0,154438200
2025-02-20,8731.34375,9000.0,9025.0,8950.0,8975.0,119260800
2025-02-21,8731.34375,9000.0,9000.0,8925.0,8950.0,106054700
2025-02-24,8658.58203125,8925.0,8975.0,8875.0,8925.0,108530300
2025-02-25,8561.5673828125,8825.0,9000.0,8825.0,8900.0,101592700
