Price,Adj Close,Close,High,Low,Open,Volume,company_name,ticker,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-14,185.8663787841797,187.44000244140625,188.11000061035156,186.3000030517578,187.6999969482422,60108400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-15,186.43157958984375,188.00999450683594,189.5,187.77999877929688,187.85000610351562,53790500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-16,188.1173553466797,189.7100067138672,190.9600067138672,188.64999389648438,189.57000732421875,54412900.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-17,188.09750366210938,189.69000244140625,190.3800048828125,188.57000732421875,190.25,50922700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-20,189.8427276611328,191.4499969482422,191.91000366210938,189.8800048828125,189.88999938964844,46505100.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-21,189.03953552246094,190.63999938964844,191.52000427246094,189.74000549316406,191.41000366210938,38134500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-22,189.70391845703125,191.30999755859375,192.92999267578125,190.8300018310547,191.49000549316406,39617700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-24,188.37515258789062,189.97000122070312,190.89999389648438,189.25,190.8699951171875,24048300.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-27,188.1966552734375,189.7899932861328,190.6699981689453,188.89999389648438,189.9199981689453,40552600.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-28,188.80154418945312,190.39999389648438,191.0800018310547,189.39999389648438,189.77999877929688,38415400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-29,187.78018188476562,189.3699951171875,192.08999633789062,188.97000122070312,190.89999389648438,43014200.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-11-30,188.3553009033203,189.9499969482422,190.32000732421875,188.19000244140625,189.83999633789062,48794400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-01,189.63450622558594,191.24000549316406,191.55999755859375,189.22999572753906,190.3300018310547,45704800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-04,187.83969116210938,189.42999267578125,190.0500030517578,187.4499969482422,189.97999572753906,43389500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-05,191.79620361328125,193.4199981689453,194.39999389648438,190.17999267578125,190.2100067138672,66628400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-06,190.7054443359375,192.32000732421875,194.75999450683594,192.11000061035156,194.4499969482422,41089700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-07,192.63905334472656,194.27000427246094,195.0,193.58999633789062,193.6300048828125,47477700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-08,194.06695556640625,195.7100067138672,195.99000549316406,193.6699981689453,194.1999969482422,53406400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-11,191.55819702148438,193.17999267578125,193.49000549316406,191.4199981689453,193.11000061035156,60943700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-12,193.07537841796875,194.7100067138672,194.72000122070312,191.72000122070312,193.0800018310547,52696900.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-13,196.29806518554688,197.9600067138672,198.0,194.85000610351562,195.08999633789062,70404200.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-14,196.44683837890625,198.11000061035156,199.6199951171875,196.16000366210938,198.02000427246094,66831600.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-15,195.91134643554688,197.57000732421875,198.39999389648438,197.0,197.52999877929688,128538400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-18,194.24546813964844,195.88999938964844,196.6300048828125,194.38999938964844,196.08999633789062,55751900.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-19,195.28665161132812,196.94000244140625,196.9499969482422,195.88999938964844,196.16000366210938,40714100.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-20,193.19435119628906,194.8300018310547,197.67999267578125,194.8300018310547,196.89999389648438,52242800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-21,193.04559326171875,194.67999267578125,197.0800018310547,193.5,196.10000610351562,46482500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-22,191.9746856689453,193.60000610351562,195.41000366210938,192.97000122070312,195.17999267578125,37149600.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-26,191.42930603027344,193.0500030517578,193.88999938964844,192.8300018310547,193.61000061035156,28919300.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-27,191.5284423828125,193.14999389648438,193.5,191.08999633789062,192.49000549316406,48087700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-28,191.95484924316406,193.5800018310547,194.66000366210938,193.1699981689453,194.13999938964844,34049900.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2023-12-29,190.91368103027344,192.52999877929688,194.39999389648438,191.72999572753906,193.89999389648438,42672100.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-02,184.0814971923828,185.63999938964844,188.44000244140625,183.88999938964844,187.14999389648438,82488700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-03,182.7031707763672,184.25,185.8800048828125,183.42999267578125,184.22000122070312,58414500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-04,180.38284301757812,181.91000366210938,183.08999633789062,180.8800048828125,182.14999389648438,71983600.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-05,179.65895080566406,181.17999267578125,182.75999450683594,180.1699981689453,181.99000549316406,62379700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-08,184.00218200683594,185.55999755859375,185.60000610351562,181.5,182.08999633789062,59144500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-09,183.585693359375,185.13999938964844,185.14999389648438,182.72999572753906,183.9199981689453,42841800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-10,184.6268768310547,186.19000244140625,186.39999389648438,183.9199981689453,184.35000610351562,46792900.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-11,184.0319061279297,185.58999633789062,187.0500030517578,183.6199951171875,186.5399932861328,49128400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-12,184.35914611816406,185.9199981689453,186.74000549316406,185.19000244140625,186.05999755859375,40477800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-16,182.08836364746094,183.6300048828125,184.25999450683594,180.92999267578125,182.16000366210938,65603000.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-17,181.14634704589844,182.67999267578125,182.92999267578125,180.3000030517578,181.27000427246094,47317400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-18,187.04641723632812,188.6300048828125,189.13999938964844,185.8300018310547,186.08999633789062,78005800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-19,189.95179748535156,191.55999755859375,191.9499969482422,188.82000732421875,189.3300018310547,68903000.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-22,192.26222229003906,193.88999938964844,195.3300018310547,192.25999450683594,192.3000030517578,60133900.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-23,193.54139709472656,195.17999267578125,195.75,193.8300018310547,195.02000427246094,42355600.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-24,192.8671112060547,194.5,196.3800048828125,194.33999633789062,195.4199981689453,53631300.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-25,192.53988647460938,194.1699981689453,196.27000427246094,193.11000061035156,195.22000122070312,54822100.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-26,190.8045654296875,192.4199981689453,194.75999450683594,191.94000244140625,194.27000427246094,44594000.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-29,190.12037658691406,191.72999572753906,192.1999969482422,189.5800018310547,192.00999450683594,47145600.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-30,186.4613494873047,188.0399932861328,191.8000030517578,187.47000122070312,190.94000244140625,55859400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-01-31,182.85189819335938,184.39999389648438,187.10000610351562,184.35000610351562,187.0399932861328,55467800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-01,185.29127502441406,186.86000061035156,186.9499969482422,183.82000732421875,183.99000549316406,64885400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-02,184.28973388671875,185.85000610351562,187.3300018310547,179.25,179.86000061035156,102551700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-05,186.1043701171875,187.67999267578125,189.25,185.83999633789062,188.14999389648438,69668800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-06,187.7107696533203,189.3000030517578,189.30999755859375,186.77000427246094,186.86000061035156,43490800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-07,187.8198699951172,189.41000366210938,191.0500030517578,188.61000061035156,190.63999938964844,53439000.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-08,186.739013671875,188.32000732421875,189.5399932861328,187.35000610351562,189.38999938964844,40962000.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-09,187.50352478027344,188.85000610351562,189.99000549316406,188.0,188.64999389648438,45155200.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-12,185.81561279296875,187.14999389648438,188.6699981689453,186.7899932861328,188.4199981689453,41781900.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-13,183.7206573486328,185.0399932861328,186.2100067138672,183.50999450683594,185.77000427246094,56529500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-14,182.83702087402344,184.14999389648438,185.52999877929688,182.44000244140625,185.32000732421875,54630500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-15,182.54908752441406,183.86000061035156,184.49000549316406,181.35000610351562,183.5500030517578,65434500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-16,181.0101318359375,182.30999755859375,184.85000610351562,181.6699981689453,183.4199981689453,49752500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-20,180.26548767089844,181.55999755859375,182.42999267578125,180.0,181.7899932861328,53665600.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-21,181.0200653076172,182.32000732421875,182.88999938964844,180.66000366210938,181.94000244140625,41371400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-22,183.0554656982422,184.3699951171875,184.9600067138672,182.4600067138672,183.47999572753906,52292200.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-23,181.2186279296875,182.52000427246094,185.0399932861328,182.22999572753906,185.00999450683594,45119700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-26,179.86834716796875,181.16000366210938,182.75999450683594,180.64999389648438,182.24000549316406,40867400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-27,181.32786560058594,182.6300048828125,183.9199981689453,179.55999755859375,181.10000610351562,54318900.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-28,180.12649536132812,181.4199981689453,183.1199951171875,180.1300048828125,182.50999450683594,48953900.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-02-29,179.46127319335938,180.75,182.57000732421875,179.52999877929688,181.27000427246094,136682600.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-01,178.37905883789062,179.66000366210938,180.52999877929688,177.3800048828125,179.5500030517578,73563100.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-04,173.8515625,175.10000610351562,176.89999389648438,173.7899932861328,176.14999389648438,81510100.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-05,168.9070281982422,170.1199951171875,172.0399932861328,169.6199951171875,170.75999450683594,95132400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-06,167.9141845703125,169.1199951171875,171.24000549316406,168.67999267578125,171.05999755859375,68587700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-07,167.79502868652344,169.0,170.72999572753906,168.49000549316406,169.14999389648438,71765100.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-08,169.5126953125,170.72999572753906,173.6999969482422,168.94000244140625,169.0,76267000.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-11,171.518310546875,172.75,174.3800048828125,172.0500030517578,172.94000244140625,60139500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-12,171.99488830566406,173.22999572753906,174.02999877929688,171.00999450683594,173.14999389648438,59825400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-13,169.90985107421875,171.1300048828125,173.19000244140625,170.75999450683594,172.77000427246094,52488700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-14,171.76651000976562,173.0,174.30999755859375,172.0500030517578,172.91000366210938,72913500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-15,171.38922119140625,172.6199951171875,172.6199951171875,170.2899932861328,171.1699981689453,121752700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-18,172.48141479492188,173.72000122070312,177.7100067138672,173.52000427246094,175.57000732421875,75604200.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-19,174.82456970214844,176.0800018310547,176.61000061035156,173.02999877929688,174.33999633789062,55215200.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-20,177.3960723876953,178.6699981689453,178.6699981689453,175.08999633789062,175.72000122070312,53423100.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-21,170.14813232421875,171.3699951171875,177.49000549316406,170.83999633789062,177.0500030517578,106181300.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-22,171.05165100097656,172.27999877929688,173.0500030517578,170.05999755859375,171.75999450683594,71160100.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-25,169.63185119628906,170.85000610351562,171.94000244140625,169.4499969482422,170.57000732421875,54288300.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-26,168.5,169.7100067138672,171.4199981689453,169.5800018310547,170.0,57388400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-27,172.07431030273438,173.30999755859375,173.60000610351562,170.11000061035156,170.41000366210938,60273300.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-03-28,170.25735473632812,171.47999572753906,172.22999572753906,170.50999450683594,171.75,65672700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-01,168.81768798828125,170.02999877929688,171.25,169.47999572753906,171.19000244140625,46240500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-02,167.6361846923828,168.83999633789062,169.33999633789062,168.22999572753906,169.0800018310547,49329500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-03,168.44041442871094,169.64999389648438,170.67999267578125,168.5800018310547,168.7899932861328,47691700.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-04,167.6163330078125,168.82000732421875,171.9199981689453,168.82000732421875,170.2899932861328,53704400.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-05,168.37091064453125,169.5800018310547,170.38999938964844,168.9499969482422,169.58999633789062,42104800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-08,167.24896240234375,168.4499969482422,169.1999969482422,168.24000549316406,169.02999877929688,37425500.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-09,168.4602508544922,169.6699981689453,170.0800018310547,168.35000610351562,168.6999969482422,42373800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-10,166.58375549316406,167.77999877929688,169.08999633789062,167.11000061035156,168.8000030517578,49709300.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-11,173.79197692871094,175.0399932861328,175.4600067138672,168.16000366210938,168.33999633789062,91070300.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-12,175.29119873046875,176.5500030517578,178.36000061035156,174.2100067138672,174.25999450683594,101670900.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-15,171.45870971679688,172.69000244140625,176.6300048828125,172.5,175.36000061035156,73531800.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-16,168.17233276367188,169.3800048828125,173.75999450683594,168.27000427246094,171.75,73711200.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
2024-04-17,166.8021697998047,168.0,170.64999389648438,168.0,169.61000061035156,50901200.0,Apple Inc.,AAPL,,,,,,,,,,,,,,,,,,
